,SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD
1434,1435,2016-08-10,Bombay Shaving Company,eCommerce,Men\\xe2\\x80\\x99s Grooming Product etailer,NCR,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed Funding,600000.0
1435,1436,2016-08-11,Travelyaari,Consumer Internet,Online ticket booking platform,Bengaluru,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",Private Equity,7000000.0
1436,1437,2016-08-11,91SpringBoard,Consumer Internet,Co-Working Spaces Discovery & Booking platform,Mumbai,"Khattar Holdings, ThirtyThree Investments, Soumitra Sharma, Deepak Sharma, Sumit Dayal and others",Private Equity,
1437,1438,2016-08-11,Genextstudents,Consumer Internet,Online Tutoring Service provider,Mumbai,1Crowd (through crowdfunding),Seed Funding,209000.0
1438,1439,2016-08-11,Zenoti,Technology,Cloud Based Software Solutions Provider,Hyderabad,"Norwest Venture Partners, Accel India",Private Equity,15000000.0
1439,1440,2016-08-12,Crofarm,Technology,Agri-Tech supply chain Solution provider,NCR,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",Private Equity,1500000.0
1440,1441,2016-08-12,Faircent.com,Consumer Internet,peer-to-peer lending platform,NCR,Brand Capital,Private Equity,1500000.0
1441,1442,2016-08-12,Innovaccer,Technology,Integrated Enterprise Analytics Platform,NCR,Westbridge Capital Partners,Private Equity,15600000.0
1442,1443,2016-08-12,Cuberoot,Technology,Data Analytics & Audience Management Platform,NCR,Undisclosed Investors,Seed Funding,500000.0
1443,1444,2016-08-12,Funcastic,Consumer Internet,B2C vernacular podcast aggregator platform,NCR,"HT Media Ltd, North Base Media",Seed Funding,
1444,1445,2016-08-15,Buttercups,eCommerce,Women Intimate Wear eTailer,Bengaluru,"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese",Seed Funding,
1445,1446,2016-08-16,Zappfresh,eCommerce,Raw Meat Products eTailer,NCR,Ashvin Chadha,Seed Funding,
1446,1447,2016-08-16,OYO Rooms,Consumer Internet,Budget Hotels Aggregator,NCR,SoftBank Group,Private Equity,62000000.0
1447,1448,2016-08-16,Hike,Consumer Internet,Mobile Messaging App,NCR,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",Private Equity,175000000.0
1448,1449,2016-08-16,Joolz,eCommerce,Online Jewellery Store,Mumbai,"Powerhouse Ventures, M&S Partners",Private Equity,500000.0
1449,1450,2016-08-16,SaleBhai,eCommerce,"Sweets, Dry Fruits & Handicrafts etailer",Ahmedabad,Brand Capital,Private Equity,1500000.0
1450,1451,2016-08-16,Makkajai,Technology,Online & Mobile learning for kids,Pune,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",Seed Funding,250000.0
1451,1452,2016-08-16,Gradopedia,Consumer Internet,Career progression Portal,Mumbai,Undisclosed Dubai based HNIs,Seed Funding,
1452,1453,2016-08-17,MaalGaadi,Logistics,Online Logistics Marketplace,Indore,"Swan Angel Network,Sachin Khandelwal and others",Seed Funding,375000.0
1453,1454,2016-08-17,ZiPi,Technology,Mobile Chatbot App,Bengaluru,Swan Angel Network,Seed Funding,
1454,1455,2016-08-17,Appknox,Technology,Mobile security solutions,Bengaluru,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",Private Equity,675000.0
1455,1456,2016-08-17,Pikkol,Logistics,Packers & Movers,Bengaluru,Indian Angel Network,Seed Funding,
1456,1457,2016-08-18,Meesho,eCommerce,Mobile based eCommerce SAAS platform,Bengaluru,"Kashyap Deorah, Rajul Garg, Maninder Gulati",Seed Funding,
1457,1458,2016-08-18,Sesame Software,Technology,Financial Technology Solutions Provider,Kozhikode,Speridian Technologies,Private Equity,
1458,1459,2016-08-19,Quikr,Consumer Internet,Classified Listings platform,Mumbai,Brand Capital,Private Equity,20000000.0
1459,1460,2016-08-19,Digio,Technology,Aadhar based Document Signing platform,Bengaluru,Rainmatter,Private Equity,375000.0
1460,1461,2016-08-19,Ziffity,Technology,Full Service Ecommerce Agency,Chennai,Aspire Systems,Private Equity,
1461,1462,2016-08-22,Zzungry,Consumer Internet,Food Delivery platform,Bengaluru,"Satish Vasudeva, Madhusudhan Jujare & Others",Seed Funding,
1462,1463,2016-08-22,Puro Wellness,healthcare,"Organic,\\xc2\\xa0 Natural\\xc2\\xa0 Food substitute manufacturer",Mumbai,Torrent Group,Private Equity,37000000.0
1463,1464,2016-08-22,Fitternity,Consumer Internet,Fitness Gym & Services Discovery platform,Mumbai,"Saha Fund, Exfinity Venture Partners & Others",Private Equity,
1464,1465,2016-08-23,TAC Security,Technology,Cyber-Security Solutions Provider,NCR,Vijay Kedia,Seed Funding,
1465,1466,2016-08-23,Notesgen,Consumer Internet,Online Notes Sharing Portal,NCR,"Riju Gupta, Kamal Chabra",Seed Funding,100000.0
1466,1467,2016-08-23,NearU,Consumer Internet,Marketing app for retailers,Mumbai,Dr. Goutam Challagalla,Seed Funding,
1467,1468,2016-08-23,Octo.ai,Technology,Artificial Intelligence based marketing platform,NCR,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",Seed Funding,200000.0
1468,1469,2016-08-24,ShaadiSaga,Consumer Internet,Wedding Website Creator,NCR,"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani",Seed Funding,
1469,1470,2016-08-24,UnaAcademy,Consumer Internet,Free Interactive education platform,Bengaluru,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,\\xc2\\xa0 Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,1000000.0
1470,1471,2016-08-24,Advenio,Technology,Clinical Imaging Solution Provider,Chandigarh,Kalaari Capital,Seed Funding,100000.0
1471,1472,2016-08-24,Guarented,eCommerce,Home Furnishing rental marketplace,Bengaluru,Kalaari Capital,Seed Funding,500000.0
1472,1473,2016-08-24,Beyond Evolution,Technology,Mobile Apps & Tech Services provider,NCR,"Vineet Taneja, Kamal Puri",Seed Funding,
1473,1474,2016-08-24,Uber Dreams,eCommerce,Dreams fulfilling marketplace,Mumbai,Mohit Lalvani,Seed Funding,500000.0
1474,1475,2016-08-24,Convegenius,Education,Edutainment platform,NCR,Michael and Susan Dell Foundation,Private Equity,900000.0
1475,1476,2016-08-24,UrbanLadder,eCommerce,Online Furniture Store,Mumbai,Trifecta Capital,Private Equity,3000000.0
1476,1477,2016-08-24,enCashea,Consumer Internet,Scrap Collection and Recycling platform,Bengaluru,"Kunal Shah, Sandeep Tandon, Tracxn Labs",Seed Funding,
1477,1478,2016-08-25,EngineerBabu,Technology,Mobile App & Web Development company,Indore,Scale Ventures,Seed Funding,
1478,1479,2016-08-25,Cult,Healthcare,Health and Fitness Centres,Bengaluru,CureFit,Private Equity,3000000.0
1479,1480,2016-08-25,WitWorks,Technology,Consumer IoT Startup,Bengaluru,"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha",Seed Funding,
1480,1481,2016-08-25,NearFox,Consumer Internet,Local Lifestyle Content and Discovery Platform,Mumbai,"Globevestor Angel Fund, Devendra Rane, Ravi Jain,\\xc2\\xa0 Arpan Nagdeve",Seed Funding,
1481,1482,2016-08-25,ZoomCar,Consumer Internet,Self-driven car booking platform,Bengaluru,Ford Smart Mobility Llc,Private Equity,24000000.0
1482,1483,2016-08-26,Plix,Consumer Internet,Photo and Video Sharing App,NCR,Instalabs,Seed Funding,500000.0
1483,1484,2016-08-26,Mobikwik,Consumer Internet,Digital Wallet platform,NCR,Net1 UEPS Technologies Inc,Private Equity,40000000.0
1484,1485,2016-08-26,MyDidi,Consumer Internet,"on-demand, hyper-local Cleaning services provider",Mumbai,Undisclosed Ex Mckinsey Directors and Partners,Seed Funding,550000.0
1485,1486,2016-08-26,CrownIt,Consumer Internet,Cashback Mobile app,NCR,"Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran",Seed Funding,
1486,1487,2016-08-29,LoanTap,Consumer Internet,Lending platform for Salaried professionals,Mumbai,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,3000000.0
1487,1488,2016-08-29,Runnr,Consumer Internet,hyperlocal Logistics services provider,Bengaluru,"Nexus Venture Partners, Blume Ventures",Private Equity,7000000.0
1488,1489,2016-08-29,Zolo,Consumer Internet,on-demand online talent marketplace,NCR,Hitouch AG,Private Equity,
1489,1490,2016-08-29,Notion Press,Consumer Internet,Self-Publishing books platform,Chennai,Undisclosed HNI investors,Private Equity,1000000.0
1490,1491,2016-08-29,LivSpace,Consumer Internet,Online portal for Home Design,Bengaluru,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,15000000.0
1491,1492,2016-08-30,iAugmentor Labs,Technology,Assessment & Learning Platform,NCR,Rajasthan Angel Investor Network & Others,Seed Funding,149000.0
1492,1493,2016-08-30,DayBox,Consumer Internet,Fruit & Vegetable Delivery platform,NCR,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed Funding,104000.0
1493,1494,2016-08-30,Paytm,eCommerce,Mobile Wallet & ECommerce platform,Bengaluru,MediaTek Inc.,Private Equity,60000000.0
1494,1495,2016-08-30,CropIn,Technology,Agriculture Technology Solutions,Bengaluru,Sophia Investment ApS,Private Equity,2000000.0
1495,1496,2016-08-30,Canvera,Consumer Internet,Photographer Discovery & Information platform,Bengaluru,Info Edge (India) Ltd,Private Equity,3000000.0
1496,1497,2016-08-30,Prime Focus Technologies,Technology,Hybrid Cloud technology enabled Media ERP platform,Mumbai,Ambit Pragma,Private Equity,
1497,1498,2016-08-31,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,5300000.0
1498,1499,2016-08-31,inclov,Consumer Internet,Matchmaking App for Disabled,Mumbai,"Sarbvir Singh, Raghav Bahl",Seed Funding,
1499,1500,2016-07-01,RazorPay,Consumer Internet,Online Payment Gateway,Bengaluru,MasterCard,Private Equity,
1500,1501,2016-07-01,DarwinBox,Technology,HR Software Services Startup,Hyderabad,"3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners",Seed Funding,
1501,1502,2016-07-01,Venture Catalysts,Consumer Internet,Seed Investment & Innovation Platform,Mumbai,Zaffiro Ventures,Seed Funding,500000.0
1502,1503,2016-07-01,PressPlay TV,Consumer Internet,Video Content Discovery Platform,NCR,"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.",Private Equity,
1503,1504,2016-07-02,Playment,Consumer Internet,Mobile Marketplace for Crowdsourced Work,Bengaluru,SAIF Partners,Private Equity,700000.0
1504,1505,2016-07-04,WealthTrust,Consumer Internet,Wealth Management App,Mumbai,India Quotient,Seed Funding,
1505,1506,2016-07-04,Curefit,Consumer Internet,Online Preventive Healthcare Platform,Bengaluru,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,15000000.0
1506,1507,2016-07-04,StitchWood,eCommerce,Custom Furniture Online,Mumbai,Deepak Gupta,Seed Funding,200000.0
1507,1508,2016-07-04,Grab.in,Logistics,hyperlocal logistics service,Mumbai,Aramex Ventures Llc,Private Equity,2000000.0
1508,1509,2016-07-04,Fulfil.IO,Consumer Internet,Cloud Based ERP Software,US,Rajan Anandan,Seed Funding,
1509,1510,2016-07-04,NeoGrowth,Finance,SME Lending platform,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,16000000.0
1510,1511,2016-07-05,SeeDoc,Consumer Internet,Video Based Doctor Consulting platform App,NCR,YourNest Angel Fund\\xc2\\xa0 & Others,Private Equity,1000000.0
1511,1512,2016-07-05,BookMyShow,Consumer Internet,Event & Movie Ticketing platform,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,82000000.0
1512,1513,2016-07-05,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain",Seed Funding,1700000.0
1513,1514,2016-07-06,HappilyUnmarried,eCommerce,Online Merchandize etailer,NCR,Info Edge (India) Ltd,Private Equity,740000.0
1514,1515,2016-07-06,Donxe2x80x99t Scratch Your Head,Technology,Full Stack Offline & Online ERP Solution,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed Funding,250000.0
1515,1516,2016-07-06,Wedding Wishlist,Consumer Internet,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed Funding,297000.0
1516,1517,2016-07-07,AppDaily,Technology,Mobile Security App development & Distribution,Mumbai,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,2000000.0
1517,1518,2016-07-07,Adytude,Consumer Internet,Gamified Consumer Insights Portal,NCR,Indian Angel Network,Private Equity,1000000.0
1518,1519,2016-07-07,Quickli,Logistics,On-Demand Delivery Startup,NCR,"AVG Group, 500 Startups",Private Equity,
1519,1520,2016-07-07,SpectraVR,Technology,Virtual Reality Content Studio,Mumbai,Rothenberg Ventures,Seed Funding,
1520,1521,2016-07-08,Pitstop,Consumer Internet,Online Car Repair and Servicing Booking platform,Bengaluru,"Alex Chua, Rahul Garg",Seed Funding,
1521,1522,2016-07-08,HolaChef,Consumer Internet,Online Food Ordering & Delivery Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,1950000.0
1522,1523,2016-07-11,Purplle,eCommerce,Beauty Products Marketplace,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,6000000.0
1523,1524,2016-07-11,Trak N Tell,Technology,Car Tracking & Safety System,NCR,Brian Acton,Private Equity,3500000.0
1524,1525,2016-07-11,Overcart.com,eCommerce,Unboxed & refurbished electronic products marketplace,NCR,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,3000000.0
1525,1526,2016-07-12,SirionLabs,Technology,SAAS based Service Agreement Management,NCR,Sequoia Capital,Private Equity,12250000.0
1526,1527,2016-07-12,GyanDhan,Consumer Internet,Education Focused Financing Platform,NCR,"Stanford Angels & Entrepreneurs, Harvard Angels",Seed Funding,
1527,1528,2016-07-12,MintM,Consumer Internet,Digital Marketing & AdTech Platform,Bengaluru,"Mumbai Angels,\\xc2\\xa0 Times Internet",Private Equity,
1528,1529,2016-07-12,HitGrit,Consumer Internet,Online Legal Consultation platform,Chandigarh,"Ashish Mahajan, Sarvesh Sharma",Seed Funding,
1529,1530,2016-07-12,Find My Stay,Consumer Internet,Online Budget Hotel Aggregator & Booking Platform,NCR,"Rishi Parti, Yogesh Bansal",Seed Funding,
1530,1531,2016-07-13,YAAP,Consumer Internet,"Online Content Discovery, Creation & Distribution Platform",NCR,Rainmaker Ventures,Private Equity,5000000.0
1531,1532,2016-07-13,Utoo Cabs,Consumer Internet,Cab aggregation & Rental platform,Chennai,Ajay Piramal,Seed Funding,
1532,1533,2016-07-13,Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,NCR,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,600000.0
1533,1534,2016-07-13,ShareChat,Consumer Internet,Vernacular Language Content Creation & Sharing App,Bengaluru,"SAIF Partners, India Quotient",Private Equity,1350000.0
1534,1535,2016-07-13,Urban Tailor,Consumer Internet,E-Tailoring service provider,Bengaluru,Unitus Seed Fund,Private Equity,
1535,1536,2016-07-13,RentMojo,Consumer Internet,Online Furniture Renting Platform,Bengaluru,"Accel Partners, IDG Ventures India",Private Equity,5000000.0
1536,1537,2016-07-13,CityFurnish,Consumer Internet,Online Furniture Renting Platform,NCR,Brand Capital,Seed Funding,
1537,1538,2016-07-13,HEAL Institute,Healthcare,Sports Focused Healthcare Startup,Mumbai,"Jaspal Bindra, Parth Jindal",Seed Funding,
1538,1539,2016-07-14,Augrav,eCommerce,Personalized precious Jewellery etailer,Coimbatore,Keiretsu Forum,Seed Funding,450000.0
1539,1540,2016-07-14,ShoppinPal,Technology,M-Commerce Solutions for Retail Stores,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,1070000.0
1540,1541,2016-07-14,TransTutors / AskIITians,Consumer Internet,Online Education & Tutoring portals,NCR,500 Startups,Private Equity,
1541,1542,2016-07-15,WorkApps,Technology,Enterprise Work Management Software,Pune,SRI Capital,Seed Funding,1000000.0
1542,1543,2016-07-15,BankerBay,Consumer Internet,Online Investment Banking platform,Bengaluru,Undisclosed Investors,Private Equity,2000000.0
1543,1544,2016-07-15,BaggOut,eCommerce,Women\\xe2\\x80\\x99s Fashion etailer,NCR,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed Funding,
1544,1545,2016-07-15,TripShelf,eCommerce,Travel Package Marketplace,NCR,GEMS group,Seed Funding,250000.0
1545,1546,2016-07-15,SatvaCart,eCommerce,Online Grocers,NCR,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed Funding,
1546,1547,2016-07-15,Ridlr,Consumer Internet,Public Transport Mobile App,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,6000000.0
1547,1548,2016-07-18,Yellowdig,Consumer Internet,Online Learning Platform,Pune,SRI Capital,Seed Funding,650000.0
1548,1549,2016-07-18,Zuppler,Consumer Internet,Online Food Ordering platform,NCR,SRI Capital,Seed Funding,650000.0
1549,1550,2016-07-18,BlueStone,eCommerce,Jewellery Etailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,30000000.0
1550,1551,2016-07-18,underDOGS,Technology,Game Development Startup,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,
1551,1552,2016-07-18,ImageProVision,Technology,Image Analysis Solutions,Pune,Satish Jamdar,Seed Funding,
1552,1553,2016-07-19,Sagacito,Technology,Cloud-Based Enterprise Solutions,NCR,Star India Pvt. Ltd,Private Equity,10000000.0
1553,1554,2016-07-19,Deal4Loans / Wishfin,Consumer Internet,\\nLoans Comparison platform\\n\\n\\n\\n     (adsbygoogle = window.adsbygoogle || []).push({});\\n\\n,NCR,Franklin Templeton International Services Pvt. Ltd,Private Equity,15000000.0
1554,1555,2016-07-19,NiYO Solutions,Technology,Payroll & Benefits Software solutions,Bengaluru,Prime Venture Partners,Private Equity,1000000.0
1555,1556,2016-07-19,AppLop,Consumer Internet,Mobile Apps SaaS Platform,NCR,Green House Ventures Accelerator,Seed Funding,250000.0
1556,1557,2016-07-20,Tax2Win,Consumer Internet,Online Tax Filing Portal,Jaipur,Undisclosed Investors,Private Equity,1000000.0
1557,1558,2016-07-20,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,595000.0
1558,1559,2016-07-20,iServe Financial,Consumer Internet,Loan Comparison & Deals platform,Pune,Nilesh Shah,Seed Funding,
1559,1560,2016-07-21,MyTaxiIndia,Consumer Internet,Online Car rental booking platform,NCR,Nihon Kotsu Co,Private Equity,1000000.0
1560,1561,2016-07-21,AbeRuk,eCommerce,Online Marketplace for books,Bengaluru,Swastika Company Pvt Ltd,Seed Funding,
1561,1562,2016-07-21,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,Bengaluru,Indian Angel Network,Seed Funding,595000.0
