,SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD
853,854,2017-04-01,Cashe,Consumer Internet,Online & Mobile based Lending platform,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private Equity,3800000.0
854,855,2017-04-03,Eruditus,Education,Executive Education Provider,Mumbai,Bertelsmann India,Private Equity,8200000.0
855,856,2017-04-03,TestBook,Consumer Internet,Online Test Preparation Platform,Mumbai,Matrix Partners India,Private Equity,
856,857,2017-04-03,Healthcare at Home,Healthcare,Home Healthcare Provider,NCR,Quadria Capital Advisors,Private Equity,40000000.0
857,858,2017-04-03,Tyre Express,Technology,Enterprise IoT solutions For Tyre Performance,Mumbai,Rohitash Gupta,Seed Funding,
858,859,2017-04-03,SmartCoin,Consumer Internet,Micro Lending platform,Bengaluru,Unicorn India Ventures & Others,Private Equity,
859,860,2017-04-04,WayCool,Food & Beverage,Fresh-Produce Distribution Platform,Chennai,Aspada Investments,Private Equity,2700000.0
860,861,2017-04-04,Perfios,Technology,Fin-Tech Solutions,Bengaluru,Bessemer Venture Partners,Private Equity,6100000.0
861,862,2017-04-04,Whatfix,Technology,Interactive Tech-Support Guides,Bengaluru,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Equity,3690000.0
862,863,2017-04-04,ElastiRun,Technology,App based Logistics & Distribution platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,7000000.0
863,864,2017-04-04,Trukky,Consumer Internet,Online Truck Aggregator & Booking platform,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed Funding,500000.0
864,865,2017-04-04,Konsult App,Consumer Internet,App based Doctor Consulting platform,NCR,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed Funding,500000.0
865,866,2017-04-05,Credit Sudhaar,Consumer Internet,Credit Score Improvement platform,Mumbai,"Deepak Kulkarni, Sandeep Pangal",Seed Funding,
866,867,2017-04-05,Fingerlix,Consumer Internet,Food Delivery Platform,Mumbai,Zephyr Peacock India,Private Equity,3000000.0
867,868,2017-04-05,DataWeave,Technology,Business Intelligence Solutions,Bengaluru,"FreakOut Group, Blume Ventures, Herb Madan, WaterBridge Ventures",Private Equity,
868,869,2017-04-06,Medwell Ventures,Healthcare,Home-Based Healthcare provider,Bengaluru,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,21000000.0
869,870,2017-04-06,Mech Mocha,Consumer Internet,Mobile gaming startup,Bengaluru,"Accel Partners, Shunwei Capital",Private Equity,5000000.0
870,871,2017-04-07,Startup Buddy,Consumer Internet,Startup Support Platform,NCR,"YouWeCan Ventures,",Seed Funding,
871,872,2017-04-07,QorQI,Healthcare,Online Healthcare provider,NCR,Paytm,Seed Funding,
872,873,2017-04-07,Twenty Two Motors,Technology,Smart Scooter manufacturer,NCR,"Ishwar Singh,Farhaan Shabbir",Seed Funding,
873,874,2017-04-07,PharmEasy,eCommerce,Online Pharmacy,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,18000000.0
874,875,2017-04-08,WonderChef,eCommerce,Online marketplace for kitchen products,Mumbai,Labruyere Eberl\\xc3\\xa9,Private Equity,
875,876,2017-04-08,FastFox,Consumer Internet,Online rental discovery platform,NCR,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private Equity,4600000.0
876,877,2017-04-10,Omnify,Technology,SaaS platform for SMEs,Bengaluru,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed Funding,150000.0
877,878,2017-04-10,Capital Float,Consumer Internet,Online Lending Platform for SME,Bengaluru,Mahindra and Mahindra Financial Services,Private Equity,2300000.0
878,879,2017-04-11,Ninjacart,eCommerce,B2B agri-marketing platform,Bengaluru,"Accel Partners, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,5500000.0
879,880,2017-04-11,MergerWare,Technology,Software solutions for M&As,Bengaluru,Philippe Bouchet,Seed Funding,100000.0
880,881,2017-04-11,Sports Flashes,Consumer Internet,Online Sports portal & Mobile app,NCR,"Sushil Kumar, Sandeep Singh",Seed Funding,
881,882,2017-04-12,Clovia,eCommerce,Online lingerie & Sleepwear etailer,NCR,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private Equity,4000000.0
882,883,2017-04-12,Emiza,Logistics,Third Party Logistics provider,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,4500000.0
883,884,2017-04-12,HackerEarth,Consumer Internet,Online Skill Assessment Platform,Bengaluru,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private Equity,4500000.0
884,885,2017-04-12,Squadrun,Technology,Software-As-a-Service Platform,NCR,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,2100000.0
885,886,2017-04-12,Tinmen,Consumer Internet,Food Delivery Platform,Hyderabad,"MAPE Advisory Group, R Ramaraj, Corvus Ventures",Seed Funding,
886,887,2017-04-12,ScoutMyTrip,Consumer Internet,Online Travel planner,Mumbai,Z Nation Lab,Seed Funding,
887,888,2017-04-13,SafetyKart,eCommerce,Safety & Hygiene Products etailer,NCR,Redcliffe Capital,Private Equity,
888,889,2017-04-13,WeAreHolidays,Consumer Internet,Travel Packages & Planner marketplace,NCR,"Urrshila Kerkar,",Private Equity,7700000.0
889,890,2017-04-14,Ola,Consumer Internet,Cab Aggregator App,Bengaluru,SIMI Pacific Pte,Private Equity,260000000.0
890,891,2017-04-15,Myly,Consumer Internet,Mobile App for Schools,Jaipur,mall Industries Development Bank of India (SIDBI),Seed Funding,310000.0
891,892,2017-04-17,CrediHealth,Consumer Internet,Online Medical Assistance platform,NCR,"Tolaram Inc, Mountain Pine Capital",Private Equity,1500000.0
892,893,2017-04-17,Navia Life Care,Technology,Health Technology platform,NCR,Benori Ventures LLP,Seed Funding,
893,894,2017-04-17,Raw Pressery,Food & Beverages,Raw Pressed Juices manufacturer,Mumbai,Jacqueline Fernandez,Seed Funding,
894,895,2017-04-17,Snackible,Food & Beverages,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,175000.0
895,896,2017-04-17,Be U Salons,Consumer Internet,Online Salon discovery & Booking Services,NCR,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,620000.0
896,897,2017-04-17,Simulanis,Consumer Internet,eLearning & Skills Development plat,NCR,Village Capital,Seed Funding,
897,898,2017-04-17,LendingKart,Consumer Internet,Lending platform for small businesses,Ahmedabad,Anicut Capital,Private Equity,4650000.0
898,899,2017-04-18,Innefu Security Consulting,Technology,Cyber Security solutions using AI,NCR,IndiaNivesh Venture Capital Fund,Private Equity,2000000.0
899,900,2017-04-18,Whodat,Technology,Markerless AR platform,Bengaluru,Ideaspring Capital,Private Equity,600000.0
900,901,2017-04-18,Absentia VR,Technology,Virtual Reality Startup,Bengaluru,Exfinity Venture Partners,Private Equity,1250000.0
901,902,2017-04-19,IOTrek,Technology,IoT Platform for Bus,NCR,Undisclosed Investors,Seed Funding,155000.0
902,903,2017-04-20,HolaChef,Consumer Internet,Online Food Delivery,Mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Equity,3000000.0
903,904,2017-04-20,Wooplr,eCommerce,Social Commerce\\xc2\\xa0 Fashion platform,Bengaluru,Ankit Nagori,Private Equity,
904,905,2017-04-21,Video Ken,Consumer Internet,Video Based Collaborative Learning,Bengaluru,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed Funding,1000000.0
905,906,2017-04-24,Faasos,Food & Beverage,QSR chain and online food delivery,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,6300000.0
906,907,2017-04-24,OYO Rooms,Consumer Internet,Branded Budget Hotels Aggregator,NCR,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,250000000.0
907,908,2017-04-24,Toppr,Consumer Internet,Learning mobile app for students,Mumbai,WGG International,Private Equity,3200000.0
908,909,2017-04-24,Niramai,Healthcare,Breast Cancer Screening Solutions,Bengaluru,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",Seed Funding,
909,910,2017-04-25,The Office Pass,Consumer Internet,CoWorking Spaces booking platform,NCR,"Arun Tadanki, Aditya Verma",Seed Funding,245000.0
910,911,2017-04-25,UrbanClap,Consumer Internet,Mobile Services Marketplace,NCR,Trifecta Capital,Private Equity,3100000.0
911,912,2017-04-26,Awfis,Consumer Internet,Collaborative co-Working Spaces,Mumbai,Sequoia India,Private Equity,20000000.0
912,913,2017-04-26,Myra,Consumer Internet,Online Pharmacy,Bengaluru,"Times Internet,Matrix Partners",Private Equity,
913,914,2017-04-26,Flytxt,Technology,Customer data analytics software,Mumbai,DAH Beteiligungs GmbH,Private Equity,11000000.0
914,915,2017-04-26,Howdy Ventures,Consumer Internet,Public and Private Events creation app,Chennai,S. Xavier Britto,Seed Funding,1500000.0
915,916,2017-04-26,StalkBuyLove,eCommerce,Online fashion marketplace,NCR,Trifecta Capital,Private Equity,1000000.0
916,917,2017-04-26,ZipGo,Consumer Internet,Bus Pooling services platform,Bengaluru,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",Private Equity,
917,918,2017-04-27,Scootsy,Consumer Internet,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,3600000.0
918,919,2017-04-27,Autobix,Technology,Software Solutions for Auto Dealership,Pune,GardX International,Seed Funding,
919,920,2017-04-27,eShiksha,Technology,Education Institution Management Solutions,Jaipur,Cross Border Angels & Experts,Seed Funding,
920,921,2017-04-27,iNurture,Consumer Internet,Online Educational courses,Bengaluru,BlackSoil Capital Pvt. Ltd,Private Equity,1500000.0
921,922,2017-04-28,Sepalika,Consumer Internet,Healthcare related content platform,NCR,Accel Partners,Seed Funding,750000.0
922,923,2017-04-28,Mintwalk,Consumer Internet,Financial advisory mobile app,Mumbai,Poshika Financial Ecosystem,Seed Funding,
923,924,2017-04-29,Qriyo,Consumer Internet,Tutor Discovery & Booking platform,Jaipur,NB Ventures,Private Equity,
924,925,2017-03-01,Ola,Consumer Internet,App based cab aggregator,Bengaluru,SoftBank Group Corp,Private Equity,330000000.0
925,926,2017-03-01,Belong,Consumer Internet,Online Jon Portal,Bengaluru,Sequoia Capital India,Private Equity,10000000.0
926,927,2017-03-01,Seenit,Consumer Internet,AI based Fashion Search Portal,Kolkata,"Calcutta Angels Network (CAN), Augment Ventures",Seed Funding,
927,928,2017-03-01,Paalak,eCommerce,Fresh Produce Selling portal,NCR,"Vishwadeep Bajaj, Harsh Kundra, Nandkumar Rane, LN Buddharaju, Anupam Tyagi",Seed Funding,
928,929,2017-03-02,Celes Care,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,1500000.0
929,930,2017-03-02,Karomi,Technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed Funding,500000.0
930,931,2017-03-02,Red Carpet,Consumer Internet,Micro Lending platform,NCR,Lightspeed Venture Partners,Private Equity,2500000.0
931,932,2017-03-02,Kreate Konnect,Technology,End-to-End Seller e-commerce solutions Provider,Vadodara,Langoor,Seed Funding,
932,933,2017-03-02,CreditMantri,Consumer Internet,Online Credit score & lending platform,Chennai,Quona Capital,Private Equity,7600000.0
933,934,2017-03-03,Lets Endorse,Consumer Internet,Online Ecosystem of social innovators,Bengaluru,"Chandigarh Angels Network, Social Alpha and other unnamed angel investors",Seed Funding,
934,935,2017-03-03,Tydy,Technology,Employee Onboarding and Engagement platform,Bengaluru,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed Funding,275000.0
935,936,2017-03-03,Nactus,Consumer Internet,Professional Tutors discovery & booking mobile app,Jaipur,"Sandeep Aggarwal, Gautam Chhaochharia, R Balachandar",Seed Funding,
936,937,2017-03-03,Oho Shop,Technology,eCommerce Mobile App Builder,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,6700000.0
937,938,2017-03-03,Emojifi,Consumer Internet,Mobile App for live emoji,Hyderabad,Undisclosed angel investors,Seed Funding,
938,939,2017-03-03,Paytm,eCommerce,ECommerce Marketplace,Bengaluru,Alibaba,Private Equity,200000000.0
939,940,2017-03-04,iGenetics,Healthcare,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,19500000.0
940,941,2017-03-06,Juno Clinic,Consumer Internet,Online Counseling Platform,Mumbai,Atul Nishar,Seed Funding,1200000.0
941,942,2017-03-06,Summerlabel,Consumer Internet,Fashion and Lifestyle discovery platform,NCR,"Aneesh Seth, Tushar Mittal",Seed Funding,150000.0
942,943,2017-03-06,PickMe,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,SIDBI Venture Capital Fund,Private Equity,1790000.0
943,944,2017-03-07,Agrostar,Technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,Accel Partners,Private Equity,10000000.0
944,945,2017-03-07,Zapr,Technology,"DSP, TV Analytics & Cross-Platform advertising",Bengaluru,Star India Pvt Ltd,Private Equity,10000000.0
945,946,2017-03-07,Data Resolve,Technology,Cyber Security Solutions,NCR,IDFC Parampara Early Stage Opportunities Fund,Private Equity,1000000.0
946,947,2017-03-07,Book Servicing,Consumer Internet,Online Vehicle Services Booking platform,NCR,National Science and Technology Entrepreneurship Development Board,Seed Funding,30000.0
947,948,2017-03-07,Blowhorn,Consumer Internet,Intra-City Logistics provider,Bengaluru,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",Private Equity,3650000.0
948,949,2017-03-08,Rivigo,Logistics,Technology Enabled Logistics Company,NCR,Private Sector Banks (Debt Funding),Private Equity,15000000.0
949,950,2017-03-08,PipeCandy,Technology,Intelligent Sales Prospecting Platform,Chennai,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",Seed Funding,1100000.0
950,951,2017-03-08,Supr Daily,Consumer Internet,Subscription based Home Delivery Platform,Mumbai,Y Combinator,Seed Funding,120000.0
951,952,2017-03-08,Parentune,Consumer Internet,Online Community for Parents,NCR,"Kae Capital, SEGNEL Ventures",Private Equity,
952,953,2017-03-09,AppBrowzer,Consumer Internet,Instant Mobile Apps Store,Bengaluru,Deepak Gurnani,Seed Funding,500000.0
953,954,2017-03-09,MagicBricks,Consumer Internet,Online Real Estate Portal,Mumbai,Times Internet Ltd,Private Equity,4500000.0
954,955,2017-03-10,PeeBuddy,Healthcare,Female Hygiene product manufacturer,NCR,Indian Angel Network,Seed Funding,443000.0
955,956,2017-03-10,iOrderFresh,eCommerce,Online fresh fruits and grocery store,NCR,Singapore Angel Network,Seed Funding,
956,957,2017-03-10,Lavelle Networks,Technology,SDN Solutions,Bengaluru,Ideaspring Capital,Seed Funding,600000.0
957,958,2017-03-10,PropertyShare,Consumer Internet,Fractional Proerty Ownership & Rental platform,Bengaluru,"Asuka, Pravega Ventures, BEENEXT",Seed Funding,
958,959,2017-03-14,MyDermacy,Consumer Internet,Online Dermatology consultation platform,NCR,Cyber Carrier,Private Equity,
959,960,2017-03-15,LatestOne,eCommerce,Tech Accessories e-tailer,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity,3350000.0
960,961,2017-03-15,Frapperz,Consumer Internet,On-demand home services provider,Kolkata,Undisclosed Investors,Seed Funding,100000.0
961,962,2017-03-16,mPaani,Consumer Internet,Loyalty rewards app,Mumbai,"IDG Ventures, Blume Ventures, Saha Fund,",Private Equity,1350000.0
962,963,2017-03-16,ShilpMIS,Technology,Virtual Reality platform,Surat,"Puneet Gupta, Nimitt Desai & Others",Seed Funding,
963,964,2017-03-16,POPxo,Consumer Internet,Digital Media publication for women,NCR,"GREE Ventures, Kalaari Capital and IDG Ventures India, Summit Media, Atul Goel, and Gurpreet Singh",Private Equity,3100000.0
964,965,2017-03-16,Fitso,Consumer Internet,Fitness Mobile App,NCR,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Seed Funding,200000.0
965,966,2017-03-17,FarMart,Technology,Farming rental equipment provider,NCR,Indian Angel Network,Seed Funding,
966,967,2017-03-21,Flipkart,eCommerce,ECommerce Marketplace,Bengaluru,"Microsoft, eBay, Tencent Holdings",Private Equity,1400000000.0
967,968,2017-03-21,Airpay,Technology,Online payment Gateway,Mumbai,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",Private Equity,3670000.0
968,969,2017-03-21,MyGlamm,Consumer Internet,On-Demand Beauty Services,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,5300000.0
969,970,2017-03-22,The Mons Co.,eCommerce,Pregnancy & Baby Care etailer,NCR,"Shripad Nadkarni, Nandu Nandkishore",Seed Funding,
970,971,2017-03-22,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Bengaluru,"Ravi Saxena, Sandeep Raju,",Seed Funding,191000.0
971,972,2017-03-23,Ixigo,Consumer Internet,Online Travel Search Engine,NCR,"Sequoia Capital, Kinzon Capital",Private Equity,15000000.0
972,973,2017-03-23,Markets and Markets,Technology,Marketing Research Company,Pune,"FTV Capital, Zodius Capital",Private Equity,56000000.0
973,974,2017-03-24,Bizom,Technology,supply chain automation platform,Bengaluru,Ojas Ventures,Seed Funding,382000.0
974,975,2017-03-24,BabyonBoard,Consumer Internet,Parenting Mobile App,Bengaluru,"Mahavir Sharma, Vishal Jain, Rohit Sethi, Gaurav Luniya",Seed Funding,
975,976,2017-03-24,Delhivery,Technology,Tech enabled Fulfilment & Logistics Solutions,NCR,"Carlyle Group, Tiger Global",Private Equity,100000000.0
976,977,2017-03-27,Sport Flashes,Consumer Internet,Sports Based Online Media portal,NCR,"Vikas Bajaj, Amit Kharbanda,",Seed Funding,
977,978,2017-03-28,Fynd,eCommerce,Online fashion marketplace,Mumbai,Venture Catalysts,Private Equity,500000.0
978,979,2017-03-28,Wigzo,Technology,Enterprise Automation suite,NCR,3one4 capital,Private Equity,
979,980,2017-03-28,DoneThing,Consumer Internet,On-demand Personal Assistant service,NCR,Brand Capital,Private Equity,300000.0
980,981,2017-03-29,Zapyle,eCommerce,Luxury Fashion Marketplace,Bengaluru,Undisclosed Investors,Seed Funding,
981,982,2017-03-29,Ithaka,Consumer Internet,Vacation Trip Planning platform,Mumbai,"Ankit Gupta, Puneet Motihar",Seed Funding,325000.0
982,983,2017-03-29,perpule,eCommerce,Self-Checkout ECommerce App,Bengaluru,KStart Capital,Seed Funding,650000.0
983,984,2017-03-29,Byju's,Consumer Internet,Online Education Platform,Bengaluru,Verlinvest,Private Equity,
984,985,2017-03-29,Licious,eCommerce,Online Meat Ordering platform,Bengaluru,"Mayfield India, 3one4 Capital, Sistema Asia Fund, Neoplux Technology Fund",Private Equity,10000000.0
985,986,2017-03-29,Medinfi,Consumer Internet,Doctor & Hospital search Platform,Bengaluru,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani & Others",Seed Funding,50000.0
986,987,2017-03-30,Indus OS,Technology,Mobile OS creator,Mumbai,"JSW Ventures, VenturEast",Private Equity,
987,988,2017-03-30,Emflux Motors,Technology,Electric Motorcycle manufacturer,Bengaluru,"Meher Roy, Nikhil Arora, Meet Kanodia, Krit Sankalp, Nitish Singh, Risabh Gupta",Seed Funding,
988,989,2017-03-30,Klinic App,Consumer Internet,Pathology & Diagnostic Tests Portal,NCR,Om Chaudhry,Seed Funding,
989,990,2017-03-31,Jhakaas,Consumer Internet,Offline Business Aggregator App,Mumbai,"Malini Patel, Stelcore Management Services, Anjani Prasad",Seed Funding,155000.0
990,991,2017-03-31,Oriano Solar,Technology,Turnkey Solar Solutions,Mumbai,Samridhi Fund,Private Equity,3000000.0
991,992,2017-03-31,BigBasket,eCommerce,Online Grocer,Bengaluru,Trifecta Capital,Private Equity,7000000.0
992,993,2017-03-31,Rooter,Consumer Internet,Sports engagement platform,NCR,Intex Technologies,Private Equity,
993,994,2017-03-31,FalconBrick,Technology,Real-Estate Workflow mobile app,Bengaluru,"Satveer Thakral, LetsVenture, Mumbai Angels",Seed Funding,
994,995,2017-03-31,Icertis,Technology,ERP solutions provider,Pune,"B Capital Group, Ignition Partners, Greycroft, e.ventures,\\xc2\\xa0 Eight Roads Ventures",Private Equity,25000000.0
995,996,2017-02-02,Clodura,Technology,Intelligent Sales Assistant,Pune,Undisclosed Investors,Seed Funding,
996,997,2017-02-03,Stockroom.io,Consumer Internet,Curated Platform for Developers,Hyderabad,"Satya D Sinha, Gyanendra Singh",Seed Funding,
997,998,2017-02-06,Capital Float,Consumer Internet,Online lending platform,Bengaluru,IFMR Capital Finance,Private Equity,2500000.0
998,999,2017-02-06,iManageMyHotel,Technology,Hotel Management Solution,Kolkata,Jaarvis Accelerator,Seed Funding,
999,1000,2017-02-07,Inner Hour,Consumer Internet,Online Counselling Platform,Mumbai,"Batlivala & Karani Securities, Venture Works",Seed Funding,450000.0
1000,1001,2017-02-07,Travel Triangle,Consumer Internet,Online travel agent marketplace,NCR,"RB Investments, SAIF Partners, Bessemer Venture Partners",Private Equity,10000000.0
1001,1002,2017-02-08,Wandertrails,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bengaluru,Earlsfield Capital,Seed Funding,1000000.0
1002,1003,2017-02-08,Zenatix,Technology,IoT Based Energy Monitoring & Control,NCR,"pi Ventures, Blume Ventures",Private Equity,1200000.0
1003,1004,2017-02-08,Cartrade,Consumer Internet,Automobile Classifieds Portal,Mumbai,Temasek Holdings,Private Equity,55000000.0
1004,1005,2017-02-08,MindYourFleet,Technology,Car Rental Software Solutions,NCR,"Japan Vyas, Tarun Adlakha",Seed Funding,
1005,1006,2017-02-08,Edurev,Consumer Internet,Online Education Portal,NCR,Facebook FB Start programme,Seed Funding,40000.0
1006,1007,2017-02-09,Voonik,eCommerce,Women Apparel & Lifestyle etailer,Bengaluru,"RB Investments, Sequoia Capital",Private Equity,6000000.0
1007,1008,2017-02-09,1Crowd,Finance,Startup Crowd-funding platform,Mumbai,Ganesh Natarajan,Seed Funding,
1008,1009,2017-02-09,Wooplr,eCommerce,Women Fashion Portal,Bengaluru,"Sistema Asia Fund, Amereus Group, Helion Ventures",Private Equity,8000000.0
1009,1010,2017-02-10,48East,eCommerce,Online Food Delivery Platform,Bengaluru,Al Dhaheri family,Private Equity,500000.0
1010,1011,2017-02-10,Redesyn,Consumer Internet,Tech Enabler for Artists,Mumbai,ThinQbate,Seed Funding,
1011,1012,2017-02-13,Sigtuple,Technology,Medical Automation platform,Bengaluru,"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",Private Equity,5800000.0
1012,1013,2017-02-13,Flutura,Technology,Decision Sciences Analytics Solutions,Bengaluru,"Vertex Ventures, Lumis Partners",Private Equity,7500000.0
1013,1014,2017-02-13,Wassup,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,Anil Jain & other HNIs,Private Equity,3200000.0
1014,1015,2017-02-13,Better Mortgage,Consumer Internet,Mortgage Offering Platform,NCR,"Kleiner Perkins, Goldman Sachs, Pine Brook",Private Equity,15000000.0
1015,1016,2017-02-13,Nurturey,Consumer Internet,Parenting Mobile App,NCR,Mohit Joshi & Others,Seed Funding,330000.0
1016,1017,2017-02-13,Fyle,Technology,Expense Management Solution,Bengaluru,Pravega Ventures,Seed Funding,400000.0
1017,1018,2017-02-14,GoBumpr,Consumer Internet,Online Bike & Car Services provider,Chennai,"Mahalingam K, Girish Mathrubootham",Seed Funding,300000.0
1018,1019,2017-02-14,CCAvenue,Consumer Internet,Online Payment Gateway,Mumbai,Infibeam,Private Equity,22400000.0
1019,1020,2017-02-14,Connaizen,Technology,Data Analytics platform,NCR,Vikram Sud,Seed Funding,
1020,1021,2017-02-15,Innov8,Consumer Internet,Co-Working Space Platform,NCR,"Vijay Shekhar Sharma, Rajan Anandan, Kunal Shah, Girish Mathrubootham, Punit Soni, Anand Chandrasekaran, Sunil Kalra, Utsav Somani, Vishal Gondal, Vikram Limaye",Seed Funding,
1021,1022,2017-02-15,ZestMoney,Consumer Internet,Online Consumer Lending platform,Bengaluru,"PayU, Ribbit Capital, Omidyar Network",Private Equity,6500000.0
1022,1023,2017-02-15,AirZaar,Technology,Drone operations management platform,Missourie,Quake Capital,Seed Funding,350000.0
1023,1024,2017-02-16,Truebil,Consumer Internet,Online Marketplace for Used Cars,Mumbai,Shunwei Capital,Private Equity,3000000.0
1024,1025,2017-02-16,YourStory,Consumer Internet,Online Media,Bengaluru,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",Private Equity,3000000.0
1025,1026,2017-02-17,Imaginate,Technology,AR & VR platform,Hyderabad,SRI Capital,Seed Funding,500000.0
1026,1027,2017-02-17,The Ken,Consumer Internet,Online Media Platform,Bengaluru,"Aprameya Radhakrishna, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma & Others",Seed Funding,400000.0
1027,1028,2017-02-17,Urban Ladder,eCommerce,Online Furniture Store,Bengaluru,"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia Capital",Private Equity,15200000.0
1028,1029,2017-02-17,Aisle,Consumer Internet,Online match-making app,Bengaluru,"Konglo Ventures, White Unicorn Ventures, LetsVenture",Seed Funding,
1029,1030,2017-02-17,TownScript,Consumer Internet,DIY event registration and ticketing portal,Pune,BookMyShow,Private Equity,
1030,1031,2017-02-17,Leopetra,eCommerce,Solution provider for pet needs,Mumbai,Facebook FBStart,Seed Funding,40000.0
1031,1032,2017-02-18,Blood n Care,Consumer Internet,First Aid care app,NCR,Facebook FBStart,Seed Funding,40000.0
1032,1033,2017-02-20,Flipkart,eCommerce,Online Marketplace,Bengaluru,"Bennett, Coleman and Co. Ltd (BCCL)",Private Equity,38700000.0
1033,1034,2017-02-21,True Balance,Consumer Internet,Mobile balance Checking App,NCR,"Softbank Ventures Korea, IMM Investment",Private Equity,15000000.0
1034,1035,2017-02-22,Vebbler,Consumer Internet,Photo Sharing for Groups,Bengaluru,Facebook FBStart,Seed Funding,40000.0
1035,1036,2017-02-23,Get My Parking,Consumer Internet,Smart Parking Platform,NCR,"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal",Private Equity,1100000.0
1036,1037,2017-02-23,Lets Reap,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,"Kunal Shah, Sandeep Tandon, Nitin Saluja, Gagan Goyal",Seed Funding,
1037,1038,2017-02-24,Oglas,Consumer Internet,Mobile Advertising App,NCR,"Pankaj Rungta, Yogesh Agarwal",Seed Funding,
1038,1039,2017-02-27,Staydobe,Consumer Internet,Co-Living Spaces Aggregator,Bengaluru,Ishan Manaktala,Seed Funding,
1039,1040,2017-02-27,Biryani By Kilo,Consumer Internet,Online Food Ordering & Delivery Portal,NCR,"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh & Others",Seed Funding,375000.0
1040,1041,2017-02-27,Johari Shop,eCommerce,Online Jewellery etailer,Bengaluru,Undisclosed Investors,Seed Funding,94000.0
1041,1042,2017-02-28,NeoStencil,Consumer Internet,Live Online Coaching Classes,NCR,"Brand Capital, Paragon Trust",Private Equity,1000000.0
